URL,MobileURL,Date,Title,The specified phrase is too short.,Parentheses may only be used around OR'd statements.
http://www.euronews.com/2018/04/17/tech-companies-to-be-forced-to-give-police-overseas-data-under-eu-proposal,,2018-04-17 15:30:00,Tech companies to be forced to give police overseas data under EU proposal,,
http://www.euronews.com/2018/04/17/us-regulator-backs-new-rules-for-telecoms-that-could-hurt-zte-huawei,,2018-04-17 23:45:00,"U . S . regulator backs new rules for telecoms that could hurt ZTE , Huawei",,
https://www.theguardian.com/technology/2018/apr/17/selling-twitter-handles-big-business-identity,https://amp.theguardian.com/technology/2018/apr/17/selling-twitter-handles-big-business-identity,2018-04-17 07:15:00,"Twitter handles are big business , even if the owner doesnt want to sell | Technology",,
https://www.augsburger-allgemeine.de/digital/iPhone-8-RED-Special-Edition-jetzt-in-deutschen-Apple-Stores-id42863076.html,https://www.augsburger-allgemeine.de/digital/iPhone-8-RED-Special-Edition-jetzt-in-deutschen-Apple-Stores-id42863076-amp.html,2018-04-15 05:00:00,Apple - News - Blog : iPhone 8 : RED Special Edition jetzt in deutschen Apple Stores - Digital,,
https://www.augsburger-allgemeine.de/digital/iPhone-8-RED-Special-Edition-jetzt-auch-in-Deutschland-id42863076.html,https://www.augsburger-allgemeine.de/digital/iPhone-8-RED-Special-Edition-jetzt-auch-in-Deutschland-id42863076-amp.html,2018-04-15 11:15:00,Apple - News - Blog : iPhone 8 : RED Special Edition jetzt auch in Deutschland - Digital,,
https://www.augsburger-allgemeine.de/digital/iPhone-8-RED-Special-Edition-ist-jetzt-auch-in-Deutschland-erhaeltlich-id42863076.html,https://www.augsburger-allgemeine.de/digital/iPhone-8-RED-Special-Edition-ist-jetzt-auch-in-Deutschland-erhaeltlich-id42863076-amp.html,2018-04-15 13:45:00,Apple - News - Blog : iPhone 8 : RED Special Edition ist jetzt auch in Deutschland erhältlich - Digital,,
https://www.augsburger-allgemeine.de/digital/iPhone-8-RED-Special-Edition-ist-jetzt-auch-in-Deutschland-verfuegbar-id42863076.html,https://www.augsburger-allgemeine.de/digital/iPhone-8-RED-Special-Edition-ist-jetzt-auch-in-Deutschland-verfuegbar-id42863076-amp.html,2018-04-18 19:15:00,Apple - News - Blog : iPhone 8 RED Special Edition ist jetzt auch in Deutschland verfügbar - Digital,,
https://www.techmeme.com/180417/p6,,2018-04-17 09:15:00,"Techmeme : Investors , bankers , and analysts say they expect a wave of IPOs from some of the most highly valued and recognizable start - ups over the next 18 to 24 months ( Jack Nicas / New York Times ) ",,
http://www.1063word.com/media/audio-channel/tara-show-4-18-18-hour-3,,2018-04-18 18:00:00,The Tara Show - 4 - 18 - 18 - Hour 3,,
http://www.1057fmthefan.com/media/audio-channel/7am-pruntys-playoff-rotation-bucks-are-disappointing,,2018-04-18 16:00:00,"7am - Prunty playoff rotation , Bucks are disappointing",,
http://www.euronews.com/2018/04/17/exclusive-china-seeks-trade-firewall-with-us-allies-in-rush-of-ambassador-meetings-sources,,2018-04-17 15:00:00,Exclusive : China seeks trade firewall with U . S . allies in rush of ambassador meetings - sources,,
http://blogs.worldbank.org/sustainablecities/print/908,,2018-04-19 01:00:00,Mind the gap : How bringing together cities and private investors can close the funding gap for urban resilience,,
https://thebulletin.org/what-us-nuclear-policy-exactly11709,,2018-04-18 22:45:00,"What is US nuclear policy , exactly ? ",,
http://www.euronews.com/2018/04/17/canada-makes-cuba-posting-solitary-one-diplomats-n866531,,2018-04-17 03:15:00,Canada bars diplomats from bringing family to Cuba,,
https://www.techmeme.com/180417/p6,,2018-04-17 09:15:00,"Techmeme : Investors , bankers , and analysts say they expect a wave of IPOs from some of the most highly valued and recognizable start - ups over the next 18 to 24 months ( Jack Nicas / New York Times ) ",,
http://www.euronews.com/2018/04/17/uk-us-and-australia-blame-russia-for-global-cyber-attack,/amp/2018/04/17/uk-us-and-australia-blame-russia-for-global-cyber-attack,2018-04-17 10:15:00,"UK , US , and Australia blame Russia for global cyber attack",,
http://www.euronews.com/2018/04/15/proxy-adviser-iss-recommends-against-five-equifax-directors-over-cyberbreach,,2018-04-15 01:30:00,Proxy adviser ISS recommends against five Equifax directors over cyberbreach,,
https://www.fiercecable.com/cable/fierce-50-executives-reshaping-business-pay-tv,,2018-04-18 14:30:00,The Fierce 50 : The executives reshaping the business of pay TV,,
https://www.welt.de/politik/ausland/live175366119/Theresa-May-Haben-uns-nicht-auf-Geheiss-von-Trump-an-Militaerschlag-beteiligt-Syrien-Liveticker.html,https://amp.welt.de/amp/politik/ausland/live175366119/Theresa-May-Haben-uns-nicht-auf-Geheiss-von-Trump-an-Militaerschlag-beteiligt-Syrien-Liveticker.html,2018-04-17 07:30:00,Theresa May : Haben uns nicht auf Geheiß von Trump an Militärschlag beteiligt - Syrien - Liveticker,,
